"table_schema","table_name","column_name","data_type","is_nullable","column_default"
main,audit_carrier_financials,abs_delta_LINE_BENE_PRMRY_PYR_PD_AMT_2,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PRMRY_PYR_PD_AMT_3,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PRMRY_PYR_PD_AMT_3,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PRMRY_PYR_PD_AMT_3,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PRMRY_PYR_PD_AMT_3,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PRMRY_PYR_PD_AMT_4,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PRMRY_PYR_PD_AMT_4,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PRMRY_PYR_PD_AMT_4,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PRMRY_PYR_PD_AMT_4,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PRMRY_PYR_PD_AMT_5,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PRMRY_PYR_PD_AMT_5,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PRMRY_PYR_PD_AMT_5,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PRMRY_PYR_PD_AMT_5,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PRMRY_PYR_PD_AMT_6,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PRMRY_PYR_PD_AMT_6,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PRMRY_PYR_PD_AMT_6,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PRMRY_PYR_PD_AMT_6,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PRMRY_PYR_PD_AMT_7,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PRMRY_PYR_PD_AMT_7,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PRMRY_PYR_PD_AMT_7,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PRMRY_PYR_PD_AMT_7,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PRMRY_PYR_PD_AMT_8,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PRMRY_PYR_PD_AMT_8,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PRMRY_PYR_PD_AMT_8,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PRMRY_PYR_PD_AMT_8,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PRMRY_PYR_PD_AMT_9,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PRMRY_PYR_PD_AMT_9,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PRMRY_PYR_PD_AMT_9,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PRMRY_PYR_PD_AMT_9,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PRMRY_PYR_PD_AMT_10,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PRMRY_PYR_PD_AMT_10,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PRMRY_PYR_PD_AMT_10,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PRMRY_PYR_PD_AMT_10,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PRMRY_PYR_PD_AMT_11,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PRMRY_PYR_PD_AMT_11,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PRMRY_PYR_PD_AMT_11,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PRMRY_PYR_PD_AMT_11,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PRMRY_PYR_PD_AMT_12,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PRMRY_PYR_PD_AMT_12,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PRMRY_PYR_PD_AMT_12,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PRMRY_PYR_PD_AMT_12,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PRMRY_PYR_PD_AMT_13,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PRMRY_PYR_PD_AMT_13,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PRMRY_PYR_PD_AMT_13,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PRMRY_PYR_PD_AMT_13,FLOAT,YES,
main,audit_carrier_financials,src_LINE_COINSRNC_AMT_1,FLOAT,YES,
main,audit_carrier_financials,new_LINE_COINSRNC_AMT_1,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_COINSRNC_AMT_1,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_COINSRNC_AMT_1,FLOAT,YES,
main,audit_carrier_financials,src_LINE_COINSRNC_AMT_2,FLOAT,YES,
main,audit_carrier_financials,new_LINE_COINSRNC_AMT_2,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_COINSRNC_AMT_2,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_COINSRNC_AMT_2,FLOAT,YES,
main,audit_carrier_financials,src_LINE_COINSRNC_AMT_3,FLOAT,YES,
main,audit_carrier_financials,new_LINE_COINSRNC_AMT_3,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_COINSRNC_AMT_3,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_COINSRNC_AMT_3,FLOAT,YES,
main,audit_carrier_financials,src_LINE_COINSRNC_AMT_4,FLOAT,YES,
main,audit_carrier_financials,new_LINE_COINSRNC_AMT_4,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_COINSRNC_AMT_4,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_COINSRNC_AMT_4,FLOAT,YES,
main,audit_carrier_financials,src_LINE_COINSRNC_AMT_5,FLOAT,YES,
main,audit_carrier_financials,new_LINE_COINSRNC_AMT_5,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_COINSRNC_AMT_5,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_COINSRNC_AMT_5,FLOAT,YES,
main,audit_carrier_financials,src_LINE_COINSRNC_AMT_6,FLOAT,YES,
main,audit_carrier_financials,new_LINE_COINSRNC_AMT_6,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_COINSRNC_AMT_6,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_COINSRNC_AMT_6,FLOAT,YES,
main,audit_carrier_financials,src_LINE_COINSRNC_AMT_7,FLOAT,YES,
main,audit_carrier_financials,new_LINE_COINSRNC_AMT_7,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_COINSRNC_AMT_7,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_COINSRNC_AMT_7,FLOAT,YES,
main,audit_carrier_financials,src_LINE_COINSRNC_AMT_8,FLOAT,YES,
main,audit_carrier_financials,new_LINE_COINSRNC_AMT_8,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_COINSRNC_AMT_8,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_COINSRNC_AMT_8,FLOAT,YES,
main,audit_carrier_financials,src_LINE_COINSRNC_AMT_9,FLOAT,YES,
main,audit_carrier_financials,new_LINE_COINSRNC_AMT_9,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_COINSRNC_AMT_9,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_COINSRNC_AMT_9,FLOAT,YES,
main,audit_carrier_financials,src_LINE_COINSRNC_AMT_10,FLOAT,YES,
main,audit_carrier_financials,new_LINE_COINSRNC_AMT_10,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_COINSRNC_AMT_10,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_COINSRNC_AMT_10,FLOAT,YES,
main,audit_carrier_financials,src_LINE_COINSRNC_AMT_11,FLOAT,YES,
main,audit_carrier_financials,new_LINE_COINSRNC_AMT_11,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_COINSRNC_AMT_11,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_COINSRNC_AMT_11,FLOAT,YES,
main,audit_carrier_financials,src_LINE_COINSRNC_AMT_12,FLOAT,YES,
main,audit_carrier_financials,new_LINE_COINSRNC_AMT_12,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_COINSRNC_AMT_12,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_COINSRNC_AMT_12,FLOAT,YES,
main,audit_carrier_financials,src_LINE_COINSRNC_AMT_13,FLOAT,YES,
main,audit_carrier_financials,new_LINE_COINSRNC_AMT_13,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_COINSRNC_AMT_13,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_COINSRNC_AMT_13,FLOAT,YES,
main,audit_carrier_financials,src_LINE_ALOWD_CHRG_AMT_1,FLOAT,YES,
main,audit_carrier_financials,new_LINE_ALOWD_CHRG_AMT_1,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_ALOWD_CHRG_AMT_1,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_ALOWD_CHRG_AMT_1,FLOAT,YES,
main,audit_carrier_financials,src_LINE_ALOWD_CHRG_AMT_2,FLOAT,YES,
main,audit_carrier_financials,new_LINE_ALOWD_CHRG_AMT_2,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_ALOWD_CHRG_AMT_2,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_ALOWD_CHRG_AMT_2,FLOAT,YES,
main,audit_carrier_financials,src_LINE_ALOWD_CHRG_AMT_3,FLOAT,YES,
main,audit_carrier_financials,new_LINE_ALOWD_CHRG_AMT_3,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_ALOWD_CHRG_AMT_3,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_ALOWD_CHRG_AMT_3,FLOAT,YES,
main,audit_carrier_financials,src_LINE_ALOWD_CHRG_AMT_4,FLOAT,YES,
main,audit_carrier_financials,new_LINE_ALOWD_CHRG_AMT_4,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_ALOWD_CHRG_AMT_4,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_ALOWD_CHRG_AMT_4,FLOAT,YES,
main,audit_carrier_financials,src_LINE_ALOWD_CHRG_AMT_5,FLOAT,YES,
main,audit_carrier_financials,new_LINE_ALOWD_CHRG_AMT_5,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_ALOWD_CHRG_AMT_5,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_ALOWD_CHRG_AMT_5,FLOAT,YES,
main,audit_carrier_financials,src_LINE_ALOWD_CHRG_AMT_6,FLOAT,YES,
main,audit_carrier_financials,new_LINE_ALOWD_CHRG_AMT_6,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_ALOWD_CHRG_AMT_6,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_ALOWD_CHRG_AMT_6,FLOAT,YES,
main,audit_carrier_financials,src_LINE_ALOWD_CHRG_AMT_7,FLOAT,YES,
main,audit_carrier_financials,new_LINE_ALOWD_CHRG_AMT_7,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_ALOWD_CHRG_AMT_7,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_ALOWD_CHRG_AMT_7,FLOAT,YES,
main,audit_carrier_financials,src_LINE_ALOWD_CHRG_AMT_8,FLOAT,YES,
main,audit_carrier_financials,new_LINE_ALOWD_CHRG_AMT_8,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_ALOWD_CHRG_AMT_8,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_ALOWD_CHRG_AMT_8,FLOAT,YES,
main,audit_carrier_financials,src_LINE_ALOWD_CHRG_AMT_9,FLOAT,YES,
main,audit_carrier_financials,new_LINE_ALOWD_CHRG_AMT_9,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_ALOWD_CHRG_AMT_9,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_ALOWD_CHRG_AMT_9,FLOAT,YES,
main,audit_carrier_financials,src_LINE_ALOWD_CHRG_AMT_10,FLOAT,YES,
main,audit_carrier_financials,new_LINE_ALOWD_CHRG_AMT_10,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_ALOWD_CHRG_AMT_10,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_ALOWD_CHRG_AMT_10,FLOAT,YES,
main,audit_carrier_financials,src_LINE_ALOWD_CHRG_AMT_11,FLOAT,YES,
main,audit_carrier_financials,new_LINE_ALOWD_CHRG_AMT_11,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_ALOWD_CHRG_AMT_11,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_ALOWD_CHRG_AMT_11,FLOAT,YES,
main,audit_carrier_financials,src_LINE_ALOWD_CHRG_AMT_12,FLOAT,YES,
main,audit_carrier_financials,new_LINE_ALOWD_CHRG_AMT_12,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_ALOWD_CHRG_AMT_12,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_ALOWD_CHRG_AMT_12,FLOAT,YES,
main,audit_carrier_financials,src_LINE_ALOWD_CHRG_AMT_13,FLOAT,YES,
main,audit_carrier_financials,new_LINE_ALOWD_CHRG_AMT_13,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_ALOWD_CHRG_AMT_13,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_ALOWD_CHRG_AMT_13,FLOAT,YES,
main,audit_claim_financial_fields,metric_name,VARCHAR,YES,
main,audit_claim_financial_fields,total_abs_delta,DOUBLE,YES,
main,beneficiary_summary_extra_rows,DESYNPUF_ID,VARCHAR,YES,
main,beneficiary_summary_extra_rows,YEAR,INTEGER,YES,
main,beneficiary_summary_extra_rows,BENE_BIRTH_DT,VARCHAR,YES,
main,beneficiary_summary_extra_rows,BENE_DEATH_DT,VARCHAR,YES,
main,beneficiary_summary_extra_rows,BENE_SEX_IDENT_CD,VARCHAR,YES,
main,beneficiary_summary_extra_rows,BENE_RACE_CD,VARCHAR,YES,
main,beneficiary_summary_extra_rows,BENE_ESRD_IND,VARCHAR,YES,
main,beneficiary_summary_extra_rows,SP_STATE_CODE,VARCHAR,YES,
main,beneficiary_summary_extra_rows,BENE_COUNTY_CD,VARCHAR,YES,
main,beneficiary_summary_extra_rows,BENE_HI_CVRAGE_TOT_MONS,INTEGER,YES,
main,beneficiary_summary_extra_rows,BENE_SMI_CVRAGE_TOT_MONS,INTEGER,YES,
main,beneficiary_summary_extra_rows,BENE_HMO_CVRAGE_TOT_MONS,INTEGER,YES,
main,beneficiary_summary_extra_rows,PLAN_CVRG_MOS_NUM,INTEGER,YES,
main,beneficiary_summary_extra_rows,SP_ALZHDMTA,VARCHAR,YES,
main,beneficiary_summary_extra_rows,SP_CHF,VARCHAR,YES,
main,beneficiary_summary_extra_rows,SP_CHRNKIDN,VARCHAR,YES,
main,beneficiary_summary_extra_rows,SP_CNCR,VARCHAR,YES,
main,beneficiary_summary_extra_rows,SP_COPD,VARCHAR,YES,
main,beneficiary_summary_extra_rows,SP_DEPRESSN,VARCHAR,YES,
main,beneficiary_summary_extra_rows,SP_DIABETES,VARCHAR,YES,
main,beneficiary_summary_extra_rows,SP_ISCHMCHT,VARCHAR,YES,
main,beneficiary_summary_extra_rows,SP_OSTEOPRS,VARCHAR,YES,
main,beneficiary_summary_extra_rows,SP_RA_OA,VARCHAR,YES,
main,beneficiary_summary_extra_rows,SP_STRKETIA,VARCHAR,YES,
main,beneficiary_summary_extra_rows,MEDREIMB_IP,FLOAT,YES,
main,beneficiary_summary_extra_rows,BENRES_IP,FLOAT,YES,
main,beneficiary_summary_extra_rows,PPPYMT_IP,FLOAT,YES,
main,beneficiary_summary_extra_rows,MEDREIMB_OP,FLOAT,YES,
main,beneficiary_summary_extra_rows,BENRES_OP,FLOAT,YES,
main,beneficiary_summary_extra_rows,PPPYMT_OP,FLOAT,YES,
main,beneficiary_summary_extra_rows,MEDREIMB_CAR,FLOAT,YES,
main,beneficiary_summary_extra_rows,BENRES_CAR,FLOAT,YES,
main,beneficiary_summary_extra_rows,PPPYMT_CAR,FLOAT,YES,
main,beneficiary_summary_mismatch_summary,field_name,VARCHAR,YES,
main,beneficiary_summary_mismatch_summary,error_count,DOUBLE,YES,
main,beneficiary_summary_mismatch_summary,error_pct,DOUBLE,YES,
main,beneficiary_summary_orphans,DESYNPUF_ID,VARCHAR,YES,
main,beneficiary_summary_orphans,YEAR,INTEGER,YES,
main,beneficiary_summary_orphans,BENE_BIRTH_DT,VARCHAR,YES,
main,beneficiary_summary_orphans,BENE_DEATH_DT,VARCHAR,YES,
main,beneficiary_summary_orphans,BENE_SEX_IDENT_CD,VARCHAR,YES,
main,beneficiary_summary_orphans,BENE_RACE_CD,VARCHAR,YES,
main,beneficiary_summary_orphans,BENE_ESRD_IND,VARCHAR,YES,
main,beneficiary_summary_orphans,SP_STATE_CODE,VARCHAR,YES,
main,beneficiary_summary_orphans,BENE_COUNTY_CD,VARCHAR,YES,
main,beneficiary_summary_orphans,BENE_HI_CVRAGE_TOT_MONS,INTEGER,YES,
main,beneficiary_summary_orphans,BENE_SMI_CVRAGE_TOT_MONS,INTEGER,YES,
main,beneficiary_summary_orphans,BENE_HMO_CVRAGE_TOT_MONS,INTEGER,YES,
main,beneficiary_summary_orphans,PLAN_CVRG_MOS_NUM,INTEGER,YES,
main,beneficiary_summary_orphans,SP_ALZHDMTA,VARCHAR,YES,
main,beneficiary_summary_orphans,SP_CHF,VARCHAR,YES,
main,beneficiary_summary_orphans,SP_CHRNKIDN,VARCHAR,YES,
main,beneficiary_summary_orphans,SP_CNCR,VARCHAR,YES,
main,beneficiary_summary_orphans,SP_COPD,VARCHAR,YES,
main,beneficiary_summary_orphans,SP_DEPRESSN,VARCHAR,YES,
main,beneficiary_summary_orphans,SP_DIABETES,VARCHAR,YES,
main,beneficiary_summary_orphans,SP_ISCHMCHT,VARCHAR,YES,
main,beneficiary_summary_orphans,SP_OSTEOPRS,VARCHAR,YES,
main,beneficiary_summary_orphans,SP_RA_OA,VARCHAR,YES,
main,beneficiary_summary_orphans,SP_STRKETIA,VARCHAR,YES,
main,beneficiary_summary_orphans,MEDREIMB_IP,FLOAT,YES,
main,beneficiary_summary_orphans,BENRES_IP,FLOAT,YES,
main,beneficiary_summary_orphans,PPPYMT_IP,FLOAT,YES,
main,beneficiary_summary_orphans,MEDREIMB_OP,FLOAT,YES,
main,beneficiary_summary_orphans,BENRES_OP,FLOAT,YES,
main,beneficiary_summary_orphans,PPPYMT_OP,FLOAT,YES,
main,beneficiary_summary_orphans,MEDREIMB_CAR,FLOAT,YES,
main,beneficiary_summary_orphans,BENRES_CAR,FLOAT,YES,
main,beneficiary_summary_orphans,PPPYMT_CAR,FLOAT,YES,
main,carrier_claims_extra_rows,DESYNPUF_ID,VARCHAR,YES,
main,carrier_claims_extra_rows,CLM_ID,VARCHAR,YES,
main,carrier_claims_extra_rows,CLM_FROM_DT,VARCHAR,YES,
main,carrier_claims_extra_rows,CLM_THRU_DT,VARCHAR,YES,
main,carrier_claims_extra_rows,ICD9_DGNS_CD_1,VARCHAR,YES,
main,carrier_claims_extra_rows,ICD9_DGNS_CD_2,VARCHAR,YES,
main,carrier_claims_extra_rows,ICD9_DGNS_CD_3,VARCHAR,YES,
main,carrier_claims_extra_rows,ICD9_DGNS_CD_4,VARCHAR,YES,
main,carrier_claims_extra_rows,ICD9_DGNS_CD_5,VARCHAR,YES,
main,carrier_claims_extra_rows,ICD9_DGNS_CD_6,VARCHAR,YES,
main,carrier_claims_extra_rows,ICD9_DGNS_CD_7,VARCHAR,YES,
main,carrier_claims_extra_rows,ICD9_DGNS_CD_8,VARCHAR,YES,
main,carrier_claims_extra_rows,PRF_PHYSN_NPI_1,VARCHAR,YES,
main,carrier_claims_extra_rows,PRF_PHYSN_NPI_2,VARCHAR,YES,
main,carrier_claims_extra_rows,PRF_PHYSN_NPI_3,VARCHAR,YES,
main,carrier_claims_extra_rows,PRF_PHYSN_NPI_4,VARCHAR,YES,
main,carrier_claims_extra_rows,PRF_PHYSN_NPI_5,VARCHAR,YES,
main,carrier_claims_extra_rows,PRF_PHYSN_NPI_6,VARCHAR,YES,
main,carrier_claims_extra_rows,PRF_PHYSN_NPI_7,VARCHAR,YES,
main,carrier_claims_extra_rows,PRF_PHYSN_NPI_8,VARCHAR,YES,
main,carrier_claims_extra_rows,PRF_PHYSN_NPI_9,VARCHAR,YES,
main,carrier_claims_extra_rows,PRF_PHYSN_NPI_10,VARCHAR,YES,
main,carrier_claims_extra_rows,PRF_PHYSN_NPI_11,VARCHAR,YES,
main,carrier_claims_extra_rows,PRF_PHYSN_NPI_12,VARCHAR,YES,
main,carrier_claims_extra_rows,PRF_PHYSN_NPI_13,VARCHAR,YES,
main,carrier_claims_extra_rows,TAX_NUM_1,VARCHAR,YES,
main,carrier_claims_extra_rows,TAX_NUM_2,VARCHAR,YES,
main,carrier_claims_extra_rows,TAX_NUM_3,VARCHAR,YES,
main,carrier_claims_extra_rows,TAX_NUM_4,VARCHAR,YES,
main,carrier_claims_extra_rows,TAX_NUM_5,VARCHAR,YES,
main,carrier_claims_extra_rows,TAX_NUM_6,VARCHAR,YES,
main,carrier_claims_extra_rows,TAX_NUM_7,VARCHAR,YES,
main,carrier_claims_extra_rows,TAX_NUM_8,VARCHAR,YES,
main,carrier_claims_extra_rows,TAX_NUM_9,VARCHAR,YES,
main,carrier_claims_extra_rows,TAX_NUM_10,VARCHAR,YES,
main,carrier_claims_extra_rows,TAX_NUM_11,VARCHAR,YES,
main,carrier_claims_extra_rows,TAX_NUM_12,VARCHAR,YES,
main,carrier_claims_extra_rows,TAX_NUM_13,VARCHAR,YES,
main,carrier_claims_extra_rows,HCPCS_CD_1,VARCHAR,YES,
main,carrier_claims_extra_rows,HCPCS_CD_2,VARCHAR,YES,
main,carrier_claims_extra_rows,HCPCS_CD_3,VARCHAR,YES,
main,carrier_claims_extra_rows,HCPCS_CD_4,VARCHAR,YES,
main,carrier_claims_extra_rows,HCPCS_CD_5,VARCHAR,YES,
main,carrier_claims_extra_rows,HCPCS_CD_6,VARCHAR,YES,
main,carrier_claims_extra_rows,HCPCS_CD_7,VARCHAR,YES,
main,carrier_claims_extra_rows,HCPCS_CD_8,VARCHAR,YES,
main,carrier_claims_extra_rows,HCPCS_CD_9,VARCHAR,YES,
main,carrier_claims_extra_rows,HCPCS_CD_10,VARCHAR,YES,
main,carrier_claims_extra_rows,HCPCS_CD_11,VARCHAR,YES,
main,carrier_claims_extra_rows,HCPCS_CD_12,VARCHAR,YES,
main,carrier_claims_extra_rows,HCPCS_CD_13,VARCHAR,YES,
main,carrier_claims_extra_rows,LINE_NCH_PMT_AMT_1,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_NCH_PMT_AMT_2,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_NCH_PMT_AMT_3,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_NCH_PMT_AMT_4,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_NCH_PMT_AMT_5,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_NCH_PMT_AMT_6,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_NCH_PMT_AMT_7,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_NCH_PMT_AMT_8,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_NCH_PMT_AMT_9,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_NCH_PMT_AMT_10,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_NCH_PMT_AMT_11,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_NCH_PMT_AMT_12,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_NCH_PMT_AMT_13,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PTB_DDCTBL_AMT_1,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PTB_DDCTBL_AMT_2,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PTB_DDCTBL_AMT_3,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PTB_DDCTBL_AMT_4,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PTB_DDCTBL_AMT_5,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PTB_DDCTBL_AMT_6,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PTB_DDCTBL_AMT_7,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PTB_DDCTBL_AMT_8,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PTB_DDCTBL_AMT_9,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PTB_DDCTBL_AMT_10,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PTB_DDCTBL_AMT_11,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PTB_DDCTBL_AMT_12,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PTB_DDCTBL_AMT_13,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PRMRY_PYR_PD_AMT_1,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PRMRY_PYR_PD_AMT_2,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PRMRY_PYR_PD_AMT_3,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PRMRY_PYR_PD_AMT_4,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PRMRY_PYR_PD_AMT_5,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PRMRY_PYR_PD_AMT_6,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PRMRY_PYR_PD_AMT_7,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PRMRY_PYR_PD_AMT_8,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PRMRY_PYR_PD_AMT_9,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PRMRY_PYR_PD_AMT_10,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PRMRY_PYR_PD_AMT_11,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PRMRY_PYR_PD_AMT_12,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_BENE_PRMRY_PYR_PD_AMT_13,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_COINSRNC_AMT_1,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_COINSRNC_AMT_2,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_COINSRNC_AMT_3,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_COINSRNC_AMT_4,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_COINSRNC_AMT_5,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_COINSRNC_AMT_6,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_COINSRNC_AMT_7,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_COINSRNC_AMT_8,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_COINSRNC_AMT_9,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_COINSRNC_AMT_10,FLOAT,YES,
main,carrier_claims_extra_rows,LINE_COINSRNC_AMT_11,FLOAT,YES,
